sales_person,country,product,date,sales,boxes_shipped,year,year_month_period,year_month,month_name,month_num
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,2797.19,9,2024,2024-02,2024-02,February,2
Rafaelita Blaksland,UK,Eclairs,2024-04-27,1608.04,75,2024,2024-04,2024-04,April,4
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,2960.99,133,2024,2024-07,2024-07,July,7
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,3703.51,260,2024,2024-01,2024-01,January,1
Curtice Advani,USA,Mint Chip Choco,2024-08-24,5679.57,285,2024,2024-08,2024-08,August,8
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,6764.17,20,2024,2024-01,2024-01,January,1
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,1108.85,87,2024,2024-03,2024-03,March,3
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,9477.32,160,2024,2024-01,2024-01,January,1
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,5301.93,155,2024,2024-02,2024-02,February,2
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,8041.25,43,2024,2024-04,2024-04,April,4
Gigi Bohling,Canada,Drinking Coco,2024-07-06,3716.17,89,2024,2024-07,2024-07,July,7
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222,2024,2024-04,2024-04,April,4
Jan Morforth,New Zealand,Organic Choco Syrup,2024-03-02,1928.33,217,2024,2024-03,2024-03,March,3
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,1225.12,186,2024,2024-08,2024-08,August,8
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,11326.55,296,2024,2024-06,2024-06,June,6
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,3063.08,301,2024,2024-06,2024-06,June,6
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,7093.33,233,2024,2024-07,2024-07,July,7
Andria Kimpton,Canada,Eclairs,2024-08-11,337.37,120,2024,2024-08,2024-08,August,8
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,3764.59,158,2024,2024-02,2024-02,February,2
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,695.32,68,2024,2024-08,2024-08,August,8
Roddy Speechley,Australia,Drinking Coco,2024-05-12,14609.99,111,2024,2024-05,2024-05,May,5
Wilone O'Kielt,USA,Milk Bars,2024-07-15,5298.68,96,2024,2024-07,2024-07,July,7
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132,2024,2024-01,2024-01,January,1
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,9099.26,199,2024,2024-01,2024-01,January,1
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239,2024,2024-06,2024-06,June,6
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46,2024,2024-06,2024-06,June,6
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74,2024,2024-08,2024-08,August,8
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142,2024,2024-03,2024-03,March,3
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,7912.62,106,2024,2024-01,2024-01,January,1
Brien Boise,India,Milk Bars,2024-02-22,14190.78,269,2024,2024-02,2024-02,February,2
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,9327.08,259,2024,2024-02,2024-02,February,2
Barr Faughny,USA,Almond Choco,2024-02-03,434.42,83,2024,2024-02,2024-02,February,2
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132,2024,2024-03,2024-03,March,3
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,3124.74,155,2024,2024-01,2024-01,January,1
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54,2024,2024-07,2024-07,July,7
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55,2024,2024-01,2024-01,January,1
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,12094.34,52,2024,2024-07,2024-07,July,7
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46,2024,2024-03,2024-03,March,3
Gunar Cockshoot,Canada,After Nines,2024-08-04,3038.32,220,2024,2024-08,2024-08,August,8
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,5187.72,382,2024,2024-06,2024-06,June,6
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180,2024,2024-07,2024-07,July,7
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,6575.07,249,2024,2024-02,2024-02,February,2
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59,2024,2024-06,2024-06,June,6
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28,2024,2024-06,2024-06,June,6
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,6997.57,7,2024,2024-08,2024-08,August,8
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324,2024,2024-01,2024-01,January,1
Beverie Moffet,USA,White Choc,2024-03-11,5964.72,136,2024,2024-03,2024-03,March,3
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377,2024,2024-06,2024-06,June,6
Husein Augar,India,Spicy Special Slims,2024-08-22,2606.11,31,2024,2024-08,2024-08,August,8
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,3615.98,24,2024,2024-01,2024-01,January,1
Curtice Advani,India,Milk Bars,2024-04-05,3658.27,210,2024,2024-04,2024-04,April,4
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314,2024,2024-04,2024-04,April,4
Husein Augar,Australia,White Choc,2024-05-11,3618.67,213,2024,2024-05,2024-05,May,5
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492,2024,2024-07,2024-07,July,7
Jan Morforth,New Zealand,Orange Choco,2024-02-11,1382.49,86,2024,2024-02,2024-02,February,2
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,1223.79,81,2024,2024-07,2024-07,July,7
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,8043.29,344,2024,2024-08,2024-08,August,8
Husein Augar,New Zealand,After Nines,2024-08-04,6878.47,7,2024,2024-08,2024-08,August,8
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94,2024,2024-06,2024-06,June,6
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,2516.34,293,2024,2024-01,2024-01,January,1
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529,2024,2024-06,2024-06,June,6
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,1588.49,111,2024,2024-08,2024-08,August,8
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,8959.38,271,2024,2024-06,2024-06,June,6
Jan Morforth,UK,White Choc,2024-06-22,9409.06,46,2024,2024-06,2024-06,June,6
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,3315.64,268,2024,2024-07,2024-07,July,7
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,10920.7,210,2024,2024-05,2024-05,May,5
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,7605.55,154,2024,2024-08,2024-08,August,8
Kaine Padly,Canada,85% Dark Bars,2024-04-06,1859.96,33,2024,2024-04,2024-04,April,4
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259,2024,2024-07,2024-07,July,7
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,758.28,57,2024,2024-08,2024-08,August,8
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138,2024,2024-01,2024-01,January,1
Curtice Advani,USA,Drinking Coco,2024-02-07,6170.75,149,2024,2024-02,2024-02,February,2
Brien Boise,Australia,Spicy Special Slims,2024-05-09,6867.13,273,2024,2024-05,2024-05,May,5
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113,2024,2024-06,2024-06,June,6
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6,2024,2024-06,2024-06,June,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231,2024,2024-05,2024-05,May,5
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,2498.04,129,2024,2024-01,2024-01,January,1
Marney O'Breen,USA,Raspberry Choco,2024-05-23,6873.56,152,2024,2024-05,2024-05,May,5
Jehu Rudeforth,UK,White Choc,2024-06-29,2015.93,304,2024,2024-06,2024-06,June,6
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,8077.51,95,2024,2024-03,2024-03,March,3
Dotty Strutley,USA,85% Dark Bars,2024-04-25,11149.46,538,2024,2024-04,2024-04,April,4
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236,2024,2024-05,2024-05,May,5
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185,2024,2024-05,2024-05,May,5
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,1263.98,19,2024,2024-05,2024-05,May,5
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306,2024,2024-06,2024-06,June,6
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,12265.45,268,2024,2024-03,2024-03,March,3
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,17662.05,230,2024,2024-07,2024-07,July,7
Rafaelita Blaksland,USA,White Choc,2024-08-16,5520.0,120,2024,2024-08,2024-08,August,8
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,10712.76,11,2024,2024-03,2024-03,March,3
Curtice Advani,New Zealand,After Nines,2024-04-05,8416.8,29,2024,2024-04,2024-04,April,4
Camilla Castle,India,85% Dark Bars,2024-05-04,9986.05,54,2024,2024-05,2024-05,May,5
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,15629.82,89,2024,2024-01,2024-01,January,1
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,6224.33,100,2024,2024-01,2024-01,January,1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,7736.85,95,2024,2024-07,2024-07,July,7
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162,2024,2024-05,2024-05,May,5
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62,2024,2024-07,2024-07,July,7
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24,2024,2024-02,2024-02,February,2
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182,2024,2024-05,2024-05,May,5
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,10772.0,192,2024,2024-07,2024-07,July,7
Jan Morforth,UK,Orange Choco,2024-06-15,4116.96,203,2024,2024-06,2024-06,June,6
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321,2024,2024-06,2024-06,June,6
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58,2024,2024-03,2024-03,March,3
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,99.5,161,2024,2024-07,2024-07,July,7
Andria Kimpton,UK,White Choc,2024-05-12,10203.47,109,2024,2024-05,2024-05,May,5
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148,2024,2024-04,2024-04,April,4
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381,2024,2024-04,2024-04,April,4
Roddy Speechley,Canada,Eclairs,2024-03-08,7026.54,95,2024,2024-03,2024-03,March,3
Karlen McCaffrey,India,White Choc,2024-01-17,8265.32,251,2024,2024-01,2024-01,January,1
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,1516.19,53,2024,2024-08,2024-08,August,8
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,1258.54,72,2024,2024-07,2024-07,July,7
Marney O'Breen,UK,50% Dark Bites,2024-06-14,3506.38,126,2024,2024-06,2024-06,June,6
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,10969.0,83,2024,2024-04,2024-04,April,4
Madelene Upcott,UK,Raspberry Choco,2024-08-26,8442.19,347,2024,2024-08,2024-08,August,8
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,11000.85,112,2024,2024-08,2024-08,August,8
Gigi Bohling,Canada,White Choc,2024-07-11,6987.59,4,2024,2024-07,2024-07,July,7
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,3735.0,21,2024,2024-03,2024-03,March,3
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,17346.79,32,2024,2024-01,2024-01,January,1
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.2,349,2024,2024-04,2024-04,April,4
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778,2024,2024-01,2024-01,January,1
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,10337.23,49,2024,2024-07,2024-07,July,7
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,1367.24,384,2024,2024-04,2024-04,April,4
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,570.58,191,2024,2024-08,2024-08,August,8
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,2012.27,259,2024,2024-06,2024-06,June,6
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29,2024,2024-07,2024-07,July,7
Husein Augar,USA,99% Dark & Pure,2024-02-21,10020.18,113,2024,2024-02,2024-02,February,2
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,1914.65,304,2024,2024-04,2024-04,April,4
Brien Boise,UK,Manuka Honey Choco,2024-06-28,73.91,101,2024,2024-06,2024-06,June,6
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,2794.33,21,2024,2024-03,2024-03,March,3
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54,2024,2024-07,2024-07,July,7
Dennison Crosswaite,USA,Eclairs,2024-05-25,2447.37,98,2024,2024-05,2024-05,May,5
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313,2024,2024-03,2024-03,March,3
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,14731.55,132,2024,2024-07,2024-07,July,7
Beverie Moffet,Canada,Orange Choco,2024-05-10,9321.64,111,2024,2024-05,2024-05,May,5
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88,2024,2024-03,2024-03,March,3
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54,2024,2024-06,2024-06,June,6
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,14581.33,58,2024,2024-05,2024-05,May,5
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,3389.96,115,2024,2024-06,2024-06,June,6
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182,2024,2024-04,2024-04,April,4
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120,2024,2024-08,2024-08,August,8
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,20690.2,51,2024,2024-02,2024-02,February,2
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121,2024,2024-03,2024-03,March,3
Jan Morforth,India,Baker's Choco Chips,2024-08-01,15497.27,85,2024,2024-08,2024-08,August,8
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30,2024,2024-03,2024-03,March,3
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104,2024,2024-06,2024-06,June,6
Beverie Moffet,UK,Eclairs,2024-04-22,9144.79,156,2024,2024-04,2024-04,April,4
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31,2024,2024-01,2024-01,January,1
Husein Augar,Australia,99% Dark & Pure,2024-08-26,3277.47,131,2024,2024-08,2024-08,August,8
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,9759.53,424,2024,2024-06,2024-06,June,6
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7,2024,2024-01,2024-01,January,1
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,1527.99,107,2024,2024-04,2024-04,April,4
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,3767.49,65,2024,2024-06,2024-06,June,6
Barr Faughny,Australia,85% Dark Bars,2024-02-10,9452.18,42,2024,2024-02,2024-02,February,2
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441,2024,2024-05,2024-05,May,5
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,2432.75,535,2024,2024-03,2024-03,March,3
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134,2024,2024-07,2024-07,July,7
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,5050.53,85,2024,2024-07,2024-07,July,7
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,2727.35,293,2024,2024-08,2024-08,August,8
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602,2024,2024-06,2024-06,June,6
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152,2024,2024-06,2024-06,June,6
Camilla Castle,India,99% Dark & Pure,2024-08-02,227.55,225,2024,2024-08,2024-08,August,8
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,14193.58,102,2024,2024-02,2024-02,February,2
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,7459.88,23,2024,2024-02,2024-02,February,2
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312,2024,2024-02,2024-02,February,2
Kelci Walkden,Australia,Milk Bars,2024-02-24,8975.44,137,2024,2024-02,2024-02,February,2
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123,2024,2024-03,2024-03,March,3
Husein Augar,UK,Eclairs,2024-08-30,1955.2,250,2024,2024-08,2024-08,August,8
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,323.29,72,2024,2024-05,2024-05,May,5
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,542.39,86,2024,2024-01,2024-01,January,1
Curtice Advani,India,White Choc,2024-07-04,7666.62,347,2024,2024-07,2024-07,July,7
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,1826.32,13,2024,2024-06,2024-06,June,6
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,11510.68,30,2024,2024-02,2024-02,February,2
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,12263.85,223,2024,2024-05,2024-05,May,5
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108,2024,2024-06,2024-06,June,6
Kelci Walkden,India,Drinking Coco,2024-07-04,8328.52,238,2024,2024-07,2024-07,July,7
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98,2024,2024-06,2024-06,June,6
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95,2024,2024-05,2024-05,May,5
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274,2024,2024-01,2024-01,January,1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41,2024,2024-06,2024-06,June,6
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,4115.57,274,2024,2024-08,2024-08,August,8
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,787.38,95,2024,2024-01,2024-01,January,1
Brien Boise,USA,Manuka Honey Choco,2024-08-22,2095.78,8,2024,2024-08,2024-08,August,8
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267,2024,2024-04,2024-04,April,4
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,11264.45,340,2024,2024-05,2024-05,May,5
Oby Sorrel,UK,Raspberry Choco,2024-04-08,5477.33,341,2024,2024-04,2024-04,April,4
Roddy Speechley,USA,Drinking Coco,2024-02-21,3389.0,160,2024,2024-02,2024-02,February,2
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413,2024,2024-03,2024-03,March,3
Mallorie Waber,India,Raspberry Choco,2024-03-02,1676.82,2,2024,2024-03,2024-03,March,3
Jehu Rudeforth,USA,Orange Choco,2024-07-28,437.48,174,2024,2024-07,2024-07,July,7
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40,2024,2024-03,2024-03,March,3
Curtice Advani,Australia,After Nines,2024-08-11,71.99,101,2024,2024-08,2024-08,August,8
Husein Augar,UK,Almond Choco,2024-05-17,9863.62,167,2024,2024-05,2024-05,May,5
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166,2024,2024-05,2024-05,May,5
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,6770.35,173,2024,2024-08,2024-08,August,8
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50,2024,2024-04,2024-04,April,4
Brien Boise,India,85% Dark Bars,2024-08-09,21044.07,210,2024,2024-08,2024-08,August,8
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327,2024,2024-01,2024-01,January,1
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29,2024,2024-02,2024-02,February,2
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306,2024,2024-05,2024-05,May,5
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125,2024,2024-03,2024-03,March,3
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284,2024,2024-01,2024-01,January,1
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,1312.35,200,2024,2024-03,2024-03,March,3
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,8471.68,162,2024,2024-06,2024-06,June,6
Van Tuxwell,New Zealand,Eclairs,2024-03-01,5774.6,178,2024,2024-03,2024-03,March,3
Mallorie Waber,UK,Drinking Coco,2024-05-27,3780.02,97,2024,2024-05,2024-05,May,5
Oby Sorrel,UK,Milk Bars,2024-07-11,6831.03,243,2024,2024-07,2024-07,July,7
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-03-02,4834.51,63,2024,2024-03,2024-03,March,3
Jehu Rudeforth,USA,Raspberry Choco,2024-03-04,8119.65,143,2024,2024-03,2024-03,March,3
Kelci Walkden,UK,85% Dark Bars,2024-06-23,4811.88,242,2024,2024-06,2024-06,June,6
Kelci Walkden,USA,Almond Choco,2024-01-27,5930.01,252,2024,2024-01,2024-01,January,1
Marney O'Breen,Canada,Orange Choco,2024-01-14,3040.05,426,2024,2024-01,2024-01,January,1
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,1126.87,23,2024,2024-07,2024-07,July,7
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,6051.65,490,2024,2024-05,2024-05,May,5
Barr Faughny,Canada,Baker's Choco Chips,2024-02-03,12279.35,162,2024,2024-02,2024-02,February,2
Brien Boise,India,Smooth Sliky Salty,2024-05-27,7091.66,28,2024,2024-05,2024-05,May,5
Jan Morforth,Australia,Drinking Coco,2024-02-18,3160.97,25,2024,2024-02,2024-02,February,2
Brien Boise,India,Spicy Special Slims,2024-01-28,1408.28,35,2024,2024-01,2024-01,January,1
Van Tuxwell,UK,Eclairs,2024-06-29,5776.61,114,2024,2024-06,2024-06,June,6
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,4890.59,274,2024,2024-01,2024-01,January,1
Jehu Rudeforth,UK,After Nines,2024-06-27,2048.13,172,2024,2024-06,2024-06,June,6
Barr Faughny,Canada,White Choc,2024-03-29,4590.46,1,2024,2024-03,2024-03,March,3
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,8665.99,162,2024,2024-06,2024-06,June,6
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,2202.46,97,2024,2024-03,2024-03,March,3
Mallorie Waber,India,Eclairs,2024-04-12,11720.11,48,2024,2024-04,2024-04,April,4
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,7884.86,266,2024,2024-01,2024-01,January,1
Karlen McCaffrey,UK,50% Dark Bites,2024-04-06,3857.88,303,2024,2024-04,2024-04,April,4
Kaine Padly,Australia,50% Dark Bites,2024-08-02,10123.96,84,2024,2024-08,2024-08,August,8
Gigi Bohling,Australia,Eclairs,2024-04-12,8170.88,137,2024,2024-04,2024-04,April,4
Oby Sorrel,India,Drinking Coco,2024-07-21,19390.61,141,2024,2024-07,2024-07,July,7
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,10197.43,24,2024,2024-03,2024-03,March,3
Husein Augar,India,Peanut Butter Cubes,2024-05-09,5188.18,5,2024,2024-05,2024-05,May,5
Andria Kimpton,Australia,Baker's Choco Chips,2024-08-09,350.27,117,2024,2024-08,2024-08,August,8
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,3766.32,300,2024,2024-07,2024-07,July,7
Brien Boise,India,70% Dark Bites,2024-04-14,4888.37,435,2024,2024-04,2024-04,April,4
Jehu Rudeforth,Canada,White Choc,2024-01-25,5230.36,142,2024,2024-01,2024-01,January,1
Andria Kimpton,Australia,Almond Choco,2024-04-25,3790.18,168,2024,2024-04,2024-04,April,4
Dotty Strutley,Canada,After Nines,2024-01-17,302.18,233,2024,2024-01,2024-01,January,1
Karlen McCaffrey,USA,Eclairs,2024-08-15,1017.17,123,2024,2024-08,2024-08,August,8
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-06-02,241.36,17,2024,2024-06,2024-06,June,6
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,8347.3,138,2024,2024-06,2024-06,June,6
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,6291.74,88,2024,2024-02,2024-02,February,2
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,1543.77,674,2024,2024-02,2024-02,February,2
